1788664305.645073 server started (57718): version 3.7c, socket /tmp/tmux-1000/default, protocol 8
1788664305.645089 on Linux 7.2.3-arch1-2 #1 SMP PREEMPT_DYNAMIC Thu, 03 Sep 2026 17:55:06 +0000
1788664305.645095 using libevent 2.1.13-stable poll
1788664305.645097 using ncurses 6.6 20251230
1788664305.672817 cmd_parse_build_commands 7:0: set
1788664305.672818 cmd_parse_build_commands 7:1: -g
1788664305.672819 cmd_parse_build_commands 7:2: default-command
1788664305.672820 cmd_parse_build_commands 7:3: /opt/homebrew/bin/fish
1788664305.672822 cmd_parse_build_commands 8:0: set
1788664305.672823 cmd_parse_build_commands 8:1: -g
1788664305.672824 cmd_parse_build_commands 8:2: default-shell
1788664305.672825 cmd_parse_build_commands 8:3: /opt/homebrew/bin/fish
1788664305.672826 cmd_parse_build_commands 9:0: set
1788664305.672828 cmd_parse_build_commands 9:1: -g
1788664305.672830 cmd_parse_build_commands 9:2: prefix
1788664305.672832 cmd_parse_build_commands 9:3: C-a
1788664305.672833 cmd_parse_build_commands 10:0: set
1788664305.672834 cmd_parse_build_commands 10:1: -g
1788664305.672835 cmd_parse_build_commands 10:2: base-index
1788664305.672836 cmd_parse_build_commands 10:3: 1
1788664305.672838 cmd_parse_build_commands 11:0: unbind
1788664305.672839 cmd_parse_build_commands 11:1: Left
1788664305.672840 cmd_parse_build_commands 12:0: unbind
1788664305.672841 cmd_parse_build_commands 12:1: Down
1788664305.672842 cmd_parse_build_commands 13:0: unbind
1788664305.672844 cmd_parse_build_commands 13:1: Up
1788664305.672845 cmd_parse_build_commands 14:0: unbind
1788664305.672846 cmd_parse_build_commands 14:1: Right
1788664305.672847 cmd_parse_build_commands 15:0: set-window-option
1788664305.672848 cmd_parse_build_commands 15:1: -g
1788664305.672850 cmd_parse_build_commands 15:2: mode-keys
1788664305.672851 cmd_parse_build_commands 15:3: vi
1788664305.672852 cmd_parse_build_commands 16:0: bind-key
1788664305.672853 cmd_parse_build_commands 16:1: -T
1788664305.672854 cmd_parse_build_commands 16:2: copy-mode-vi
1788664305.672855 cmd_parse_build_commands 16:3: v
1788664305.672857 cmd_parse_build_commands 16:4: send
1788664305.672858 cmd_parse_build_commands 16:5: -X
1788664305.672859 cmd_parse_build_commands 16:6: begin-selection
1788664305.672860 cmd_parse_build_commands 17:0: bind-key
1788664305.672861 cmd_parse_build_commands 17:1: -T
1788664305.672863 cmd_parse_build_commands 17:2: copy-mode-vi
1788664305.672864 cmd_parse_build_commands 17:3: V
1788664305.672865 cmd_parse_build_commands 17:4: send
1788664305.672866 cmd_parse_build_commands 17:5: -X
1788664305.672867 cmd_parse_build_commands 17:6: select-line
1788664305.672869 cmd_parse_build_commands 18:0: set
1788664305.672870 cmd_parse_build_commands 18:1: -g
1788664305.672871 cmd_parse_build_commands 18:2: window-status-current-format
1788664305.672872 cmd_parse_build_commands 18:3: #I:#W#F
1788664305.672874 cmd_parse_build_commands 19:0: run
1788664305.672875 cmd_parse_build_commands 19:1: tpack init
1788664305.672877 args_parse_flags: next -g
1788664305.672879 args_parse_flags: -g
1788664305.672880 args_parse_flags: next @plugin
1788664305.672881 args_parse: flags end at 2 of 4
1788664305.672883 args_parse: 2 = @plugin (type STRING)
1788664305.672884 args_parse: 3 = tmux-plugins/tmux-sensible (type STRING)
1788664305.672886 args_parse_flags: next -g
1788664305.672887 args_parse_flags: -g
1788664305.672889 args_parse_flags: next @plugin
1788664305.672890 args_parse: flags end at 2 of 4
1788664305.672891 args_parse: 2 = @plugin (type STRING)
1788664305.672892 args_parse: 3 = tmux-plugins/tmux-sessionist (type STRING)
1788664305.672895 args_parse_flags: next -g
1788664305.672896 args_parse_flags: -g
1788664305.672897 args_parse_flags: next @plugin
1788664305.672898 args_parse: flags end at 2 of 4
1788664305.672899 args_parse: 2 = @plugin (type STRING)
1788664305.672901 args_parse: 3 = tmux-plugins/tmux-pain-control (type STRING)
1788664305.672903 args_parse_flags: next -g
1788664305.672904 args_parse_flags: -g
1788664305.672905 args_parse_flags: next @plugin
1788664305.672906 args_parse: flags end at 2 of 4
1788664305.672907 args_parse: 2 = @plugin (type STRING)
1788664305.672908 args_parse: 3 = catppuccin/tmux (type STRING)
1788664305.672910 args_parse_flags: next -g
1788664305.672911 args_parse_flags: -g
1788664305.672912 args_parse_flags: next @catppuccin_flavor
1788664305.672914 args_parse: flags end at 2 of 4
1788664305.672915 args_parse: 2 = @catppuccin_flavor (type STRING)
1788664305.672916 args_parse: 3 = mocha (type STRING)
1788664305.672918 args_parse_flags: next -g
1788664305.672920 args_parse_flags: -g
1788664305.672921 args_parse_flags: next default-terminal
1788664305.672922 args_parse: flags end at 2 of 4
1788664305.672923 args_parse: 2 = default-terminal (type STRING)
1788664305.672924 args_parse: 3 = tmux-256color (type STRING)
1788664305.672927 args_parse_flags: next -ga
1788664305.672928 args_parse_flags: -g
1788664305.672929 args_parse_flags: -a
1788664305.672932 args_parse_flags: next terminal-overrides
1788664305.672934 args_parse: flags end at 2 of 4
1788664305.672935 args_parse: 2 = terminal-overrides (type STRING)
1788664305.672936 args_parse: 3 = ,*256col*:Tc (type STRING)
1788664305.672938 args_parse_flags: next -g
1788664305.672939 args_parse_flags: -g
1788664305.672940 args_parse_flags: next default-command
1788664305.672942 args_parse: flags end at 2 of 4
1788664305.672943 args_parse: 2 = default-command (type STRING)
1788664305.672944 args_parse: 3 = /opt/homebrew/bin/fish (type STRING)
1788664305.672946 args_parse_flags: next -g
1788664305.672947 args_parse_flags: -g
1788664305.672948 args_parse_flags: next default-shell
1788664305.672950 args_parse: flags end at 2 of 4
1788664305.672951 args_parse: 2 = default-shell (type STRING)
1788664305.672952 args_parse: 3 = /opt/homebrew/bin/fish (type STRING)
1788664305.672954 args_parse_flags: next -g
1788664305.672955 args_parse_flags: -g
1788664305.672957 args_parse_flags: next prefix
1788664305.672958 args_parse: flags end at 2 of 4
1788664305.672959 args_parse: 2 = prefix (type STRING)
1788664305.672960 args_parse: 3 = C-a (type STRING)
1788664305.672962 args_parse_flags: next -g
1788664305.672963 args_parse_flags: -g
1788664305.672965 args_parse_flags: next base-index
1788664305.672966 args_parse: flags end at 2 of 4
1788664305.672967 args_parse: 2 = base-index (type STRING)
1788664305.672968 args_parse: 3 = 1 (type STRING)
1788664305.672970 args_parse_flags: next Left
1788664305.672971 args_parse: flags end at 1 of 2
1788664305.672973 args_parse: 1 = Left (type STRING)
1788664305.672975 args_parse_flags: next Down
1788664305.672976 args_parse: flags end at 1 of 2
1788664305.672977 args_parse: 1 = Down (type STRING)
1788664305.672979 args_parse_flags: next Up
1788664305.672980 args_parse: flags end at 1 of 2
1788664305.672981 args_parse: 1 = Up (type STRING)
1788664305.672984 args_parse_flags: next Right
1788664305.672985 args_parse: flags end at 1 of 2
1788664305.672986 args_parse: 1 = Right (type STRING)
1788664305.672988 args_parse_flags: next -g
1788664305.672989 args_parse_flags: -g
1788664305.672990 args_parse_flags: next mode-keys
1788664305.672992 args_parse: flags end at 2 of 4
1788664305.672993 args_parse: 2 = mode-keys (type STRING)
1788664305.672994 args_parse: 3 = vi (type STRING)
1788664305.672996 args_parse_flags: next -T
1788664305.672997 args_parse_flag_argument: -T = copy-mode-vi
1788664305.672998 args_parse_flags: next v
1788664305.672999 args_parse: flags end at 3 of 7
1788664305.673001 args_parse: 3 = v (type STRING)
1788664305.673002 args_parse: 4 = send (type STRING)
1788664305.673003 args_parse: 5 = -X (type STRING)
1788664305.673005 args_parse: 6 = begin-selection (type STRING)
1788664305.673006 args_parse_flags: next -T
1788664305.673008 args_parse_flag_argument: -T = copy-mode-vi
1788664305.673009 args_parse_flags: next V
1788664305.673010 args_parse: flags end at 3 of 7
1788664305.673011 args_parse: 3 = V (type STRING)
1788664305.673012 args_parse: 4 = send (type STRING)
1788664305.673013 args_parse: 5 = -X (type STRING)
1788664305.673015 args_parse: 6 = select-line (type STRING)
1788664305.673017 args_parse_flags: next -g
1788664305.673018 args_parse_flags: -g
1788664305.673019 args_parse_flags: next window-status-current-format
1788664305.673020 args_parse: flags end at 2 of 4
1788664305.673022 args_parse: 2 = window-status-current-format (type STRING)
1788664305.673023 args_parse: 3 = #I:#W#F (type STRING)
1788664305.673025 args_parse_flags: next tpack init
1788664305.673026 args_parse: flags end at 1 of 2
1788664305.673027 args_parse: 1 = tpack init (type STRING)
1788664305.673046 cmd_parse_build_commands: set-option -g @plugin tmux-plugins/tmux-sensible ;; set-option -g @plugin tmux-plugins/tmux-sessionist ;; set-option -g @plugin tmux-plugins/tmux-pain-control ;; set-option -g @plugin catppuccin/tmux ;; set-option -g @catppuccin_flavor mocha ;; set-option -g default-terminal tmux-256color ;; set-option -ag terminal-overrides ,*256col*:Tc ;; set-option -g default-command /opt/homebrew/bin/fish ;; set-option -g default-shell /opt/homebrew/bin/fish ;; set-option -g prefix C-a ;; set-option -g base-index 1 ;; unbind-key Left ;; unbind-key Down ;; unbind-key Up ;; unbind-key Right ;; set-window-option -g mode-keys vi ;; bind-key -T copy-mode-vi v send -X begin-selection ;; bind-key -T copy-mode-vi V send -X select-line ;; set-option -g window-status-current-format "#I:#W#F" ;; run-shell "tpack init"
1788664305.673056 cmdq_get_command: [set-option/0x55cc012fc200] group 2882
1788664305.673058 cmdq_get_command: [set-option/0x55cc012f5bc0] group 2885
1788664305.673059 cmdq_get_command: [set-option/0x55cc012f76c0] group 2888
1788664305.673061 cmdq_get_command: [set-option/0x55cc012f35e0] group 2891
1788664305.673062 cmdq_get_command: [set-option/0x55cc012cd2e0] group 2894
1788664305.673063 cmdq_get_command: [set-option/0x55cc012efc30] group 2897
1788664305.673065 cmdq_get_command: [set-option/0x55cc012ef6e0] group 2900
1788664305.673066 cmdq_get_command: [set-option/0x55cc012ed830] group 2903
1788664305.673067 cmdq_get_command: [set-option/0x55cc012eb740] group 2906
1788664305.673069 cmdq_get_command: [set-option/0x55cc012ece20] group 2909
1788664305.673070 cmdq_get_command: [set-option/0x55cc012ec3b0] group 2912
1788664305.673071 cmdq_get_command: [unbind-key/0x55cc012cac30] group 2915
1788664305.673073 cmdq_get_command: [unbind-key/0x55cc0129f6b0] group 2918
1788664305.673074 cmdq_get_command: [unbind-key/0x55cc012d1640] group 2921
1788664305.673075 cmdq_get_command: [unbind-key/0x55cc012e9ab0] group 2924
1788664305.673077 cmdq_get_command: [set-window-option/0x55cc012e4ee0] group 2927
1788664305.673078 cmdq_get_command: [bind-key/0x55cc012faa50] group 2930
1788664305.673079 cmdq_get_command: [bind-key/0x55cc012cb0d0] group 2933
1788664305.673081 cmdq_get_command: [set-option/0x55cc012d3c40] group 2936
1788664305.673082 cmdq_get_command: [run-shell/0x55cc012d7320] group 2939
1788664305.673083 cmdq_append <global>: [set-option/0x55cc012fc200]
1788664305.673084 cmdq_append <global>: [set-option/0x55cc012f5bc0]
1788664305.673086 cmdq_append <global>: [set-option/0x55cc012f76c0]
1788664305.673087 cmdq_append <global>: [set-option/0x55cc012f35e0]
1788664305.673088 cmdq_append <global>: [set-option/0x55cc012cd2e0]
1788664305.673089 cmdq_append <global>: [set-option/0x55cc012efc30]
1788664305.673090 cmdq_append <global>: [set-option/0x55cc012ef6e0]
1788664305.673091 cmdq_append <global>: [set-option/0x55cc012ed830]
1788664305.673093 cmdq_append <global>: [set-option/0x55cc012eb740]
1788664305.673094 cmdq_append <global>: [set-option/0x55cc012ece20]
1788664305.673095 cmdq_append <global>: [set-option/0x55cc012ec3b0]
1788664305.673096 cmdq_append <global>: [unbind-key/0x55cc012cac30]
1788664305.673098 cmdq_append <global>: [unbind-key/0x55cc0129f6b0]
1788664305.673099 cmdq_append <global>: [unbind-key/0x55cc012d1640]
1788664305.673100 cmdq_append <global>: [unbind-key/0x55cc012e9ab0]
1788664305.673101 cmdq_append <global>: [set-window-option/0x55cc012e4ee0]
1788664305.673102 cmdq_append <global>: [bind-key/0x55cc012faa50]
1788664305.673104 cmdq_append <global>: [bind-key/0x55cc012cb0d0]
1788664305.673105 cmdq_append <global>: [set-option/0x55cc012d3c40]
1788664305.673106 cmdq_append <global>: [run-shell/0x55cc012d7320]
1788664305.673107 loading /home/spenser/.config/tmux/tmux.conf
1788664305.673110 cmdq_append <global>: [cfg_done/0x55cc012d6b80]
1788664305.673112 cmdq_next <global>: enter
1788664305.673114 cmdq_next <global>: [set-option/0x55cc012fc200] (0), flags 0
1788664305.673115 cmd_find_best_session: 0 sessions to try
1788664305.673116 cmd_find_current_client: no target, return (nil)
1788664305.673117 cmd_find_best_session: 0 sessions to try
1788664305.673119 cmd_find_current_client: no target, return (nil)
1788664305.673120 cmd_find_best_session: 0 sessions to try
1788664305.673122 cmd_find_target: target none, type pane, item 0x55cc012fc200, flags QUIET,CANFAIL
1788664305.673123 cmd_find_best_session: 0 sessions to try
1788664305.673124 cmd_find_target: error
1788664305.673128 format_defaults: c=none
1788664305.673129 format_defaults: s=none
1788664305.673130 format_defaults: wl=none
1788664305.673132 format_defaults: wp=none
1788664305.673135 format_expand1: expanding format: @plugin
1788664305.673136 format_expand1: result is: @plugin
1788664305.673141 options_push_changes: @plugin
1788664305.673143 cmd_find_best_session: 0 sessions to try
1788664305.673144 cmdq_next <global>: [set-option/0x55cc012f5bc0] (0), flags 0
1788664305.673145 cmd_find_best_session: 0 sessions to try
1788664305.673147 cmd_find_current_client: no target, return (nil)
1788664305.673148 cmd_find_best_session: 0 sessions to try
1788664305.673149 cmd_find_current_client: no target, return (nil)
1788664305.673150 cmd_find_best_session: 0 sessions to try
1788664305.673152 cmd_find_target: target none, type pane, item 0x55cc012f5bc0, flags QUIET,CANFAIL
1788664305.673153 cmd_find_best_session: 0 sessions to try
1788664305.673154 cmd_find_target: error
1788664305.673155 format_defaults: c=none
1788664305.673156 format_defaults: s=none
1788664305.673157 format_defaults: wl=none
1788664305.673158 format_defaults: wp=none
1788664305.673160 format_expand1: expanding format: @plugin
1788664305.673161 format_expand1: result is: @plugin
1788664305.673163 options_push_changes: @plugin
1788664305.673164 cmd_find_best_session: 0 sessions to try
1788664305.673165 cmdq_next <global>: [set-option/0x55cc012f76c0] (0), flags 0
1788664305.673166 cmd_find_best_session: 0 sessions to try
1788664305.673168 cmd_find_current_client: no target, return (nil)
1788664305.673169 cmd_find_best_session: 0 sessions to try
1788664305.673170 cmd_find_current_client: no target, return (nil)
1788664305.673171 cmd_find_best_session: 0 sessions to try
1788664305.673173 cmd_find_target: target none, type pane, item 0x55cc012f76c0, flags QUIET,CANFAIL
1788664305.673174 cmd_find_best_session: 0 sessions to try
1788664305.673175 cmd_find_target: error
1788664305.673176 format_defaults: c=none
1788664305.673177 format_defaults: s=none
1788664305.673178 format_defaults: wl=none
1788664305.673180 format_defaults: wp=none
1788664305.673181 format_expand1: expanding format: @plugin
1788664305.673182 format_expand1: result is: @plugin
1788664305.673184 options_push_changes: @plugin
1788664305.673185 cmd_find_best_session: 0 sessions to try
1788664305.673186 cmdq_next <global>: [set-option/0x55cc012f35e0] (0), flags 0
1788664305.673187 cmd_find_best_session: 0 sessions to try
1788664305.673189 cmd_find_current_client: no target, return (nil)
1788664305.673190 cmd_find_best_session: 0 sessions to try
1788664305.673191 cmd_find_current_client: no target, return (nil)
1788664305.673192 cmd_find_best_session: 0 sessions to try
1788664305.673194 cmd_find_target: target none, type pane, item 0x55cc012f35e0, flags QUIET,CANFAIL
1788664305.673195 cmd_find_best_session: 0 sessions to try
1788664305.673196 cmd_find_target: error
1788664305.673197 format_defaults: c=none
1788664305.673199 format_defaults: s=none
1788664305.673200 format_defaults: wl=none
1788664305.673201 format_defaults: wp=none
1788664305.673202 format_expand1: expanding format: @plugin
1788664305.673203 format_expand1: result is: @plugin
1788664305.673205 options_push_changes: @plugin
1788664305.673206 cmd_find_best_session: 0 sessions to try
1788664305.673207 cmdq_next <global>: [set-option/0x55cc012cd2e0] (0), flags 0
1788664305.673209 cmd_find_best_session: 0 sessions to try
1788664305.673210 cmd_find_current_client: no target, return (nil)
1788664305.673211 cmd_find_best_session: 0 sessions to try
1788664305.673212 cmd_find_current_client: no target, return (nil)
1788664305.673213 cmd_find_best_session: 0 sessions to try
1788664305.673215 cmd_find_target: target none, type pane, item 0x55cc012cd2e0, flags QUIET,CANFAIL
1788664305.673216 cmd_find_best_session: 0 sessions to try
1788664305.673217 cmd_find_target: error
1788664305.673218 format_defaults: c=none
1788664305.673219 format_defaults: s=none
1788664305.673221 format_defaults: wl=none
1788664305.673222 format_defaults: wp=none
1788664305.673223 format_expand1: expanding format: @catppuccin_flavor
1788664305.673226 format_expand1: result is: @catppuccin_flavor
1788664305.673234 options_push_changes: @catppuccin_flavor
1788664305.673237 cmd_find_best_session: 0 sessions to try
1788664305.673238 cmdq_next <global>: [set-option/0x55cc012efc30] (0), flags 0
1788664305.673239 cmd_find_best_session: 0 sessions to try
1788664305.673240 cmd_find_current_client: no target, return (nil)
1788664305.673242 cmd_find_best_session: 0 sessions to try
1788664305.673243 cmd_find_current_client: no target, return (nil)
1788664305.673244 cmd_find_best_session: 0 sessions to try
1788664305.673245 cmd_find_target: target none, type pane, item 0x55cc012efc30, flags QUIET,CANFAIL
1788664305.673247 cmd_find_best_session: 0 sessions to try
1788664305.673248 cmd_find_target: error
1788664305.673249 format_defaults: c=none
1788664305.673250 format_defaults: s=none
1788664305.673251 format_defaults: wl=none
1788664305.673252 format_defaults: wp=none
1788664305.673253 format_expand1: expanding format: default-terminal
1788664305.673255 format_expand1: result is: default-terminal
1788664305.673258 options_push_changes: default-terminal
1788664305.673259 cmd_find_best_session: 0 sessions to try
1788664305.673261 cmdq_next <global>: [set-option/0x55cc012ef6e0] (0), flags 0
1788664305.673262 cmd_find_best_session: 0 sessions to try
1788664305.673263 cmd_find_current_client: no target, return (nil)
1788664305.673264 cmd_find_best_session: 0 sessions to try
1788664305.673265 cmd_find_current_client: no target, return (nil)
1788664305.673267 cmd_find_best_session: 0 sessions to try
1788664305.673268 cmd_find_target: target none, type pane, item 0x55cc012ef6e0, flags QUIET,CANFAIL
1788664305.673269 cmd_find_best_session: 0 sessions to try
1788664305.673270 cmd_find_target: error
1788664305.673272 format_defaults: c=none
1788664305.673273 format_defaults: s=none
1788664305.673274 format_defaults: wl=none
1788664305.673275 format_defaults: wp=none
1788664305.673276 format_expand1: expanding format: terminal-overrides
1788664305.673278 format_expand1: result is: terminal-overrides
1788664305.673280 options_push_changes: terminal-overrides
1788664305.673282 cmd_find_best_session: 0 sessions to try
1788664305.673283 cmdq_next <global>: [set-option/0x55cc012ed830] (0), flags 0
1788664305.673284 cmd_find_best_session: 0 sessions to try
1788664305.673285 cmd_find_current_client: no target, return (nil)
1788664305.673286 cmd_find_best_session: 0 sessions to try
1788664305.673288 cmd_find_current_client: no target, return (nil)
1788664305.673289 cmd_find_best_session: 0 sessions to try
1788664305.673290 cmd_find_target: target none, type pane, item 0x55cc012ed830, flags QUIET,CANFAIL
1788664305.673291 cmd_find_best_session: 0 sessions to try
1788664305.673292 cmd_find_target: error
1788664305.673294 format_defaults: c=none
1788664305.673295 format_defaults: s=none
1788664305.673296 format_defaults: wl=none
1788664305.673297 format_defaults: wp=none
1788664305.673298 format_expand1: expanding format: default-command
1788664305.673300 format_expand1: result is: default-command
1788664305.673302 options_push_changes: default-command
1788664305.673304 cmd_find_best_session: 0 sessions to try
1788664305.673305 cmdq_next <global>: [set-option/0x55cc012eb740] (0), flags 0
1788664305.673306 cmd_find_best_session: 0 sessions to try
1788664305.673307 cmd_find_current_client: no target, return (nil)
1788664305.673309 cmd_find_best_session: 0 sessions to try
1788664305.673310 cmd_find_current_client: no target, return (nil)
1788664305.673311 cmd_find_best_session: 0 sessions to try
1788664305.673312 cmd_find_target: target none, type pane, item 0x55cc012eb740, flags QUIET,CANFAIL
1788664305.673313 cmd_find_best_session: 0 sessions to try
1788664305.673315 cmd_find_target: error
1788664305.673316 format_defaults: c=none
1788664305.673317 format_defaults: s=none
1788664305.673318 format_defaults: wl=none
1788664305.673319 format_defaults: wp=none
1788664305.673320 format_expand1: expanding format: default-shell
1788664305.673326 format_expand1: result is: default-shell
1788664305.673331 cmdq_error: not a suitable shell: /opt/homebrew/bin/fish
1788664305.673333 cmd_find_best_session: 0 sessions to try
1788664305.673334 running hook command-error (parent 0x55cc012eb740)
1788664305.673338 cmdq_next <global>: [set-option/0x55cc012ece20] (0), flags 0
1788664305.673339 cmd_find_best_session: 0 sessions to try
1788664305.673340 cmd_find_current_client: no target, return (nil)
1788664305.673342 cmd_find_best_session: 0 sessions to try
1788664305.673343 cmd_find_current_client: no target, return (nil)
1788664305.673344 cmd_find_best_session: 0 sessions to try
1788664305.673346 cmd_find_target: target none, type pane, item 0x55cc012ece20, flags QUIET,CANFAIL
1788664305.673347 cmd_find_best_session: 0 sessions to try
1788664305.673348 cmd_find_target: error
1788664305.673349 format_defaults: c=none
1788664305.673350 format_defaults: s=none
1788664305.673351 format_defaults: wl=none
1788664305.673353 format_defaults: wp=none
1788664305.673354 format_expand1: expanding format: prefix
1788664305.673355 format_expand1: result is: prefix
1788664305.673359 options_push_changes: prefix
1788664305.673360 cmd_find_best_session: 0 sessions to try
1788664305.673361 cmdq_next <global>: [set-option/0x55cc012ec3b0] (0), flags 0
1788664305.673363 cmd_find_best_session: 0 sessions to try
1788664305.673364 cmd_find_current_client: no target, return (nil)
1788664305.673365 cmd_find_best_session: 0 sessions to try
1788664305.673366 cmd_find_current_client: no target, return (nil)
1788664305.673367 cmd_find_best_session: 0 sessions to try
1788664305.673369 cmd_find_target: target none, type pane, item 0x55cc012ec3b0, flags QUIET,CANFAIL
1788664305.673370 cmd_find_best_session: 0 sessions to try
1788664305.673371 cmd_find_target: error
1788664305.673372 format_defaults: c=none
1788664305.673373 format_defaults: s=none
1788664305.673374 format_defaults: wl=none
1788664305.673376 format_defaults: wp=none
1788664305.673377 format_expand1: expanding format: base-index
1788664305.673378 format_expand1: result is: base-index
1788664305.673380 options_push_changes: base-index
1788664305.673382 cmd_find_best_session: 0 sessions to try
1788664305.673383 cmdq_next <global>: [unbind-key/0x55cc012cac30] (0), flags 0
1788664305.673384 cmd_find_best_session: 0 sessions to try
1788664305.673385 cmd_find_current_client: no target, return (nil)
1788664305.673387 cmd_find_best_session: 0 sessions to try
1788664305.673388 cmd_find_current_client: no target, return (nil)
1788664305.673389 cmd_find_best_session: 0 sessions to try
1788664305.673390 cmd_find_best_session: 0 sessions to try
1788664305.673392 key_bindings_remove: 0x20000001d Left
1788664305.673394 cmd_find_best_session: 0 sessions to try
1788664305.673395 cmdq_next <global>: [unbind-key/0x55cc0129f6b0] (0), flags 0
1788664305.673396 cmd_find_best_session: 0 sessions to try
1788664305.673397 cmd_find_current_client: no target, return (nil)
1788664305.673398 cmd_find_best_session: 0 sessions to try
1788664305.673400 cmd_find_current_client: no target, return (nil)
1788664305.673401 cmd_find_best_session: 0 sessions to try
1788664305.673402 cmd_find_best_session: 0 sessions to try
1788664305.673404 key_bindings_remove: 0x20000001c Down
1788664305.673405 cmd_find_best_session: 0 sessions to try
1788664305.673406 cmdq_next <global>: [unbind-key/0x55cc012d1640] (0), flags 0
1788664305.673408 cmd_find_best_session: 0 sessions to try
1788664305.673409 cmd_find_current_client: no target, return (nil)
1788664305.673410 cmd_find_best_session: 0 sessions to try
1788664305.673411 cmd_find_current_client: no target, return (nil)
1788664305.673412 cmd_find_best_session: 0 sessions to try
1788664305.673413 cmd_find_best_session: 0 sessions to try
1788664305.673415 key_bindings_remove: 0x20000001b Up
1788664305.673416 cmd_find_best_session: 0 sessions to try
1788664305.673418 cmdq_next <global>: [unbind-key/0x55cc012e9ab0] (0), flags 0
1788664305.673419 cmd_find_best_session: 0 sessions to try
1788664305.673420 cmd_find_current_client: no target, return (nil)
1788664305.673423 cmd_find_best_session: 0 sessions to try
1788664305.673424 cmd_find_current_client: no target, return (nil)
1788664305.673426 cmd_find_best_session: 0 sessions to try
1788664305.673427 cmd_find_best_session: 0 sessions to try
1788664305.673428 key_bindings_remove: 0x20000001e Right
1788664305.673430 cmd_find_best_session: 0 sessions to try
1788664305.673431 cmdq_next <global>: [set-window-option/0x55cc012e4ee0] (0), flags 0
1788664305.673432 cmd_find_best_session: 0 sessions to try
1788664305.673433 cmd_find_current_client: no target, return (nil)
1788664305.673435 cmd_find_best_session: 0 sessions to try
1788664305.673436 cmd_find_current_client: no target, return (nil)
1788664305.673437 cmd_find_best_session: 0 sessions to try
1788664305.673438 cmd_find_target: target none, type window, item 0x55cc012e4ee0, flags QUIET,CANFAIL
1788664305.673440 cmd_find_best_session: 0 sessions to try
1788664305.673441 cmd_find_target: error
1788664305.673442 format_defaults: c=none
1788664305.673443 format_defaults: s=none
1788664305.673444 format_defaults: wl=none
1788664305.673445 format_defaults: wp=none
1788664305.673447 format_expand1: expanding format: mode-keys
1788664305.673448 format_expand1: result is: mode-keys
1788664305.673452 options_push_changes: mode-keys
1788664305.673453 cmd_find_best_session: 0 sessions to try
1788664305.673454 cmdq_next <global>: [bind-key/0x55cc012faa50] (0), flags 0
1788664305.673456 cmd_find_best_session: 0 sessions to try
1788664305.673457 cmd_find_current_client: no target, return (nil)
1788664305.673458 cmd_find_best_session: 0 sessions to try
1788664305.673459 cmd_find_current_client: no target, return (nil)
1788664305.673460 cmd_find_best_session: 0 sessions to try
1788664305.673461 cmd_find_best_session: 0 sessions to try
1788664305.673463 cmd_parse_build_commands 0:0: send
1788664305.673464 cmd_parse_build_commands 0:1: -X
1788664305.673466 cmd_parse_build_commands 0:2: begin-selection
1788664305.673468 args_parse_flags: next -X
1788664305.673469 args_parse_flags: -X
1788664305.673470 args_parse_flags: next begin-selection
1788664305.673471 args_parse: flags end at 2 of 3
1788664305.673473 args_parse: 2 = begin-selection (type STRING)
1788664305.673475 cmd_parse_build_commands: send-keys -X begin-selection
1788664305.673478 key_bindings_add: 0x76 v = send-keys -X begin-selection
1788664305.673479 cmd_find_best_session: 0 sessions to try
1788664305.673480 cmdq_next <global>: [bind-key/0x55cc012cb0d0] (0), flags 0
1788664305.673481 cmd_find_best_session: 0 sessions to try
1788664305.673483 cmd_find_current_client: no target, return (nil)
1788664305.673484 cmd_find_best_session: 0 sessions to try
1788664305.673485 cmd_find_current_client: no target, return (nil)
1788664305.673486 cmd_find_best_session: 0 sessions to try
1788664305.673487 cmd_find_best_session: 0 sessions to try
1788664305.673489 cmd_parse_build_commands 0:0: send
1788664305.673490 cmd_parse_build_commands 0:1: -X
1788664305.673491 cmd_parse_build_commands 0:2: select-line
1788664305.673493 args_parse_flags: next -X
1788664305.673494 args_parse_flags: -X
1788664305.673495 args_parse_flags: next select-line
1788664305.673497 args_parse: flags end at 2 of 3
1788664305.673498 args_parse: 2 = select-line (type STRING)
1788664305.673500 cmd_parse_build_commands: send-keys -X select-line
1788664305.673503 key_bindings_add: 0x56 V = send-keys -X select-line
1788664305.673504 cmd_find_best_session: 0 sessions to try
1788664305.673505 cmdq_next <global>: [set-option/0x55cc012d3c40] (0), flags 0
1788664305.673506 cmd_find_best_session: 0 sessions to try
1788664305.673508 cmd_find_current_client: no target, return (nil)
1788664305.673509 cmd_find_best_session: 0 sessions to try
1788664305.673510 cmd_find_current_client: no target, return (nil)
1788664305.673511 cmd_find_best_session: 0 sessions to try
1788664305.673513 cmd_find_target: target none, type pane, item 0x55cc012d3c40, flags QUIET,CANFAIL
1788664305.673514 cmd_find_best_session: 0 sessions to try
1788664305.673515 cmd_find_target: error
1788664305.673518 format_defaults: c=none
1788664305.673519 format_defaults: s=none
1788664305.673521 format_defaults: wl=none
1788664305.673522 format_defaults: wp=none
1788664305.673523 format_expand1: expanding format: window-status-current-format
1788664305.673524 format_expand1: result is: window-status-current-format
1788664305.673529 options_push_changes: window-status-current-format
